placeID,latitude_rest,longitude_rest,the_geom_meter,name,address,city,state,country,zip,alcohol,smoking_area,dress_code,accessibility,price,Rambience,franchise,area,other_services
135055,22.148854,-101.008472,0101000020957F00006610DA0F9F4758C12ED00BA771AC4B41,la Cochinita Pibil Restaurante Yucateco,Venustiano Carranza 2175 Jardin,San Luis Potosí,San Luis Potosí,México,78270,No_Alcohol_Served,section,0,no_accessibility,high,0,0,0,none
135080,22.145008,-100.997969,0101000020957F000033331E4B804858C166643087ADA94B41,los Toneles,Estatuto Juridico 1040 Burocratas,San Luis Potosí,San Luis Potosí,México,78270,No_Alcohol_Served,section,0,no_accessibility,high,0,0,0,none
135064,22.154687,-100.996617,0101000020957F0000245028A70E4758C18E383571B7A84B41,Restaurante El Chivero S.A. de C.V.,Angel Veral 328 Altamira,San Luis Potosí,San Luis Potosí,México,78740,No_Alcohol_Served,none,0,no_accessibility,high,0,0,0,none
135040,22.135617,-100.969709,0101000020957F00001B552189B84A58C15A2AAEFD2CA24B41,Restaurant los Compadres,Camino a Simon Diaz 155 Centro,San Luis Potosí,San Luis Potosí,México,74000,Wine-Beer,none,0,no_accessibility,high,0,0,0,none
135073,22.147175,-100.974269,0101000020957F0000D010A853D34858C116A1EA51CAA24B41,Restaurante Bar El Gallinero,Pascual M. Hernandez 210 Centro,San Luis Potosí,San Luis Potosí,México,78000,Wine-Beer,section,0,no_accessibility,high,0,0,0,none
135033,22.14161,-100.973142,0101000020957F00000F624C60B54958C11757339BCCA24B41,Restaurant El Muladar de Calzada,De Guadalupe 460 San Miguelito,San Luis Potosí,San Luis Potosí,México,78399,No_Alcohol_Served,section,0,no_accessibility,medium,0,0,0,none
135045,22.151189,-100.98179,0101000020957F00000B6735CA004858C108FD525CB2A44B41,Restaurante la Gran Via,Venustiano Carranza 560 Centro,San Luis Potosí,San Luis Potosí,México,78000,Wine-Beer,none,1,no_accessibility,high,0,0,0,none
132834,22.156469,-100.98554,0101000020957F00007768135A174758C155D318CB73A54B41,Gorditas Doa Gloria,sevilla y olmedo 715 a,San Luis Potosí,San Luis Potosí,México,78349,No_Alcohol_Served,not permitted,1,no_accessibility,low,0,0,0,none
132845,22.1262926,-100.9007764,0101000020957F0000B230F8670C4E58C1D590A2700F8F4B41,Cenaduria El RincÃ³n de Tlaquepaque,av. seminario,San Luis Potosí,San Luis Potosí,México,78000,No_Alcohol_Served,none,0,no_accessibility,medium,0,0,0,none
132846,22.1422732,-100.9426537,0101000020957F000065D51EE7724A58C1B688A454109A4B41,el lechon potosino ,circuito oriente esq. carretera 57,San Luis Potosí,San Luis Potosí,México,78000,No_Alcohol_Served,permitted,1,no_accessibility,low,0,0,1,none
132847,22.1443365,-100.9373825,0101000020957F00004717A23D474A58C17D1F102970984B41,don burguers,r.b. anaya esq. florencia,San Luis Potosí,San Luis Potosí,México,78000,No_Alcohol_Served,none,0,no_accessibility,low,0,0,1,none
132851,22.136872,-100.9345736,0101000020957F0000C74DE39C7F4B58C1061F291714984B41,KFC,Desconocido,San Luis Potosí,San Luis Potosí,México,78000,No_Alcohol_Served,not permitted,0,completely,low,0,0,0,none
132854,22.1378633,-100.9383273,0101000020957F0000FEC3FB453E4B58C19B4A463617994B41,Sirlone,carr. mexico,San Luis Potosí,San Luis Potosí,México,78000,Wine-Beer,none,0,completely,medium,0,0,0,none
132856,22.1513782,-100.9746337,0101000020957F0000C1B7D30B2C4858C1CE557111A5A24B41,Unicols Pizza,Plaza del Carmen,San Luis Potosí,San Luis Potosí,México,78000,Wine-Beer,none,0,completely,low,0,0,0,none
132858,22.1312917,-100.9371941,0101000020957F0000608CF6D8474C58C1DBF7C50028994B41,Hamburguesas Valle Dorado,Av. Coral,San Luis Potosí,San Luis Potosí,México,78000,No_Alcohol_Served,none,0,completely,low,0,0,0,none
132861,22.1480965,-101.0173023,0101000020957F000074BBAF047E4758C1424B73C701AF4B41,Carls Jr,Av. V. Carranza,San Luis Potosí,San Luis Potosí,México,78000,No_Alcohol_Served,not permitted,0,completely,medium,0,1,0,none
132862,22.1506429,-100.9870148,0101000020957F0000AF95272CF14758C165B2F91238A64B41,La Posada del Virrey,Av. V. Carranza,San Luis Potosí,San Luis Potosí,México,78000,Wine-Beer,none,1,completely,high,0,0,0,none
135035,22.145813,-101.018032,0101000020957F00004DDB874CD24758C1F29E91E259AF4B41,El Mundo de la Pasta,Rio Papaloapan 265 Lomas de San Luis (3),San Luis Potosí,San Luis Potosí,México,78210,No_Alcohol_Served,section,0,no_accessibility,high,0,0,0,none
132866,22.1412198,-100.9313107,0101000020957F000013871838EC4A58C1B5DF74F8E3964B41,Chaires,Ricardo B. Anaya,San Luis Potosí,San Luis Potosí,México,78000,No_Alcohol_Served,not permitted,0,completely,medium,0,0,0,none
132869,22.1412384,-100.9239252,0101000020957F0000BC62C18D1F4B58C169E0A959C8944B41,Dominos Pizza,Ricardo B. Anaya,San Luis Potosí,San Luis Potosí,México,78000,No_Alcohol_Served,not permitted,0,no_accessibility,medium,0,0,0,none
132870,22.1430781,-100.9354788,0101000020957F0000550FC1FC854A58C16D7D4E35F8974B41,Tortas y hamburguesas el gordo,Ricardo B. Anaya,San Luis Potosí,San Luis Potosí,México,78000,No_Alcohol_Served,not permitted,0,no_accessibility,low,0,0,0,none
132872,22.1735955,-100.9946027,0101000020957F0000942C3434384458C1C2D3499804A74B41,Pizzeria Julios,Desconocido,San Luis Potosí,San Luis Potosí,México,78000,No_Alcohol_Served,not permitted,0,partially,medium,0,0,0,none
132885,22.1795169,-100.9584358,0101000020957F0000B1DA6F2D504458C112A26CA45B9C4B41,Hamburguesas saul,Av. Saan Luis enttre moctezuma y salinas,San Luis Potosí,San Luis Potosí,México,78433,No_Alcohol_Served,none,0,completely,low,0,0,0,none
132951,22.1544736,-100.98580909999998,0101000020957F0000BAC859A0634758C1C3E84FCAA5A54B41,VIPS,NICOLAS ZAPATA 300,San Luis Potosí,San Luis Potosí,México,78000,No_Alcohol_Served,not permitted,1,completely,low,0,0,0,none
132937,22.1500193,-100.9799203,0101000020957F0000F9F19DDC3B4858C191B265A83BA44B41,rockabilly ,agustin de iturbide,San Luis Potosí,San Luis Potosí,México,78000,Full_Bar,section,0,completely,low,1,0,0,variety
132954,22.1603808,-100.9880447,0101000020957F0000F78F04596C4658C1C151AA1AEFA54B41,la parroquia,venustiano carranza,San Luis Potosí,San Luis Potosí,México,78000,No_Alcohol_Served,not permitted,0,partially,medium,0,1,0,none
132955,22.147622,-101.0102749,0101000020957F000068BE7C87C24758C1920A360A08AD4B41,emilianos,venustiano carranza,San Luis Potosí,San Luis Potosí,México,78000,Wine-Beer,none,0,completely,low,0,1,0,variety
132958,22.1449787,-101.0056829,0101000020957F000049095EB34A4858C15CB4BD1EE1AB4B41,tacos los volcanes,avenida hivno nacional,San Luis Potosí,San Luis Potosí,México,78000,No_Alcohol_Served,none,0,completely,low,1,1,0,none
